cell_line_id,cell_line_name,drug_row,drug_col,synergy_loewe,drug_row_smiles,drug_col_smiles
ACH-000019,MCF7,PAZOPANIB HYDROCHLORIDE,THIOGUANINE,-19.47,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,Nc1nc(=S)c2[nH]cnc2[nH]1
ACH-000019,MCF7,EXEMESTANE,FLUDARABINE BASE,2.07,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
ACH-000019,MCF7,TEMOZOLOMIDE,BLEOMYCIN,-17.75,Cn1nnc2c(C(N)=O)ncn2c1=O,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
ACH-000019,MCF7,TEMOZOLOMIDE,MERCAPTOPURINE,-52.93,Cn1nnc2c(C(N)=O)ncn2c1=O,S=c1nc[nH]c2nc[nH]c12
ACH-000019,MCF7,TEMOZOLOMIDE,BORTEZOMIB,-68.68,Cn1nnc2c(C(N)=O)ncn2c1=O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
ACH-000019,MCF7,VANDETANIB,AXITINIB,2.68,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
ACH-000019,MCF7,AXITINIB,CELECOXIB,6.4,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
ACH-000019,MCF7,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,GEMZAR (LILLY),-24.86,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
ACH-000019,MCF7,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,TOPOTECAN HYDROCHLORIDE,-18.83,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
ACH-000019,MCF7,AXITINIB,TRETINOIN,6.14,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
ACH-000019,MCF7,NAVELBINE DITARTRATE (TN),AMIFOSTINE,-72.01,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,AXITINIB,BORTEZOMIB,4.92,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
ACH-000019,MCF7,TEMOZOLOMIDE,ELOXATIN (TN) (SANOFI SYNTHELAB),-20.47,Cn1nnc2c(C(N)=O)ncn2c1=O,N[C@@H]1CCCC[C@H]1N
ACH-000019,MCF7,METHOTREXATE,AMIFOSTINE,-22.8,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,AXITINIB,PLICAMYCIN,18.85,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
ACH-000019,MCF7,AXITINIB,IXABEPILONE,7.04,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
ACH-000019,MCF7,PROCARBAZINE HYDROCHLORIDE,ARSENIC TRIOXIDE,-22.97,CNNCc1ccc(C(=O)NC(C)C)cc1,[As+3]
ACH-000019,MCF7,RALOXIFENE,AXITINIB,6.09,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
ACH-000019,MCF7,PROCARBAZINE HYDROCHLORIDE,ADM HYDROCHLORIDE,-18.6,CNNCc1ccc(C(=O)NC(C)C)cc1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ACH-000019,MCF7,AXITINIB,LETROZOLE,2.85,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
ACH-000019,MCF7,ABIRATERONE,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,-65.14,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000019,MCF7,URACIL MUSTARD,AMIFOSTINE,-17.66,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,CABAZITAXEL,EXEMESTANE,4.02,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
ACH-000019,MCF7,AXITINIB,ABIRATERONE,2.88,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12
ACH-000019,MCF7,THIOGUANINE,5-FLUORO-2\'-DEOXYURIDINE,2.98,Nc1nc(=S)c2[nH]cnc2[nH]1,O=C1NC(=O)N(C2CC(O)C(CO)O2)CC1F
ACH-000019,MCF7,TAMOXIFEN CITRATE,PROCARBAZINE HYDROCHLORIDE,-31.53,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000019,MCF7,VINBLASTINE SULFATE,PROCARBAZINE HYDROCHLORIDE,-21.89,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000019,MCF7,THIOGUANINE,CISPLATINO,-25.8,Nc1nc(=S)c2[nH]cnc2[nH]1,N
ACH-000019,MCF7,MELPHALAN HYDROCHLORIDE,CHEMBL277800,-16.46,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000019,MCF7,THIOGUANINE,ROMIDEPSIN,-29.05,Nc1nc(=S)c2[nH]cnc2[nH]1,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
ACH-000019,MCF7,MITOXANTRONE,TEMOZOLOMIDE,-25.8,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,Cn1nnc2c(C(N)=O)ncn2c1=O
ACH-000019,MCF7,EXEMESTANE,ROMIDEPSIN,-52.96,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
ACH-000019,MCF7,MEGESTROL ACETATE,THIOGUANINE,-28.63,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Nc1nc(=S)c2[nH]cnc2[nH]1
ACH-000019,MCF7,PROCARBAZINE HYDROCHLORIDE,ELOXATIN (TN) (SANOFI SYNTHELAB),-16.11,CNNCc1ccc(C(=O)NC(C)C)cc1,N[C@@H]1CCCC[C@H]1N
ACH-000019,MCF7,AXITINIB,CHLORAMBUCIL,2.25,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
ACH-000019,MCF7,5-FU,CHEMBL277800,2.82,O=c1[nH]cc(F)c(=O)[nH]1,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000019,MCF7,AXITINIB,DEXRAZOXANE,2.95,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
ACH-000019,MCF7,TEMOZOLOMIDE,QUINACRINE HYDROCHLORIDE,-17.9,Cn1nnc2c(C(N)=O)ncn2c1=O,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
ACH-000019,MCF7,THIOGUANINE,TEMOZOLOMIDE,-25.14,Nc1nc(=S)c2[nH]cnc2[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
ACH-000019,MCF7,THIOGUANINE,MITOMYCINE,3.6,Nc1nc(=S)c2[nH]cnc2[nH]1,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
ACH-000019,MCF7,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MITOTANE,9.06,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
ACH-000019,MCF7,PAZOPANIB HYDROCHLORIDE,CHEMBL277800,-49.28,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000019,MCF7,CARMUSTINE,AMIFOSTINE,2.49,O=NN(CCCl)C(=O)NCCCl,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,ANTIBIOTIC AY 22989,AMIFOSTINE,-25.4,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,AXITINIB,ELOXATIN (TN) (SANOFI SYNTHELAB),2.04,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,N[C@@H]1CCCC[C@H]1N
ACH-000019,MCF7,CHEMBL17639,CHEMBL277800,2.47,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000019,MCF7,RUXOLITINIB,AXITINIB,7.18,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
ACH-000019,MCF7,ALLOPURINOL,PROCARBAZINE HYDROCHLORIDE,2.77,O=c1[nH]cnc2[nH]ncc12,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000019,MCF7,EXEMESTANE,5-FLUORO-2\'-DEOXYURIDINE,7.76,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,O=C1NC(=O)N(C2CC(O)C(CO)O2)CC1F
ACH-000019,MCF7,AXITINIB,ERLOTINIB HYDROCHLORIDE,5.29,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
ACH-000019,MCF7,5-FLUORO-2\'-DEOXYURIDINE,AMIFOSTINE,-72.35,O=C1NC(=O)N(C2CC(O)C(CO)O2)CC1F,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,TEMOZOLOMIDE,PLICAMYCIN,-53.03,Cn1nnc2c(C(N)=O)ncn2c1=O,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
ACH-000019,MCF7,ALTRETAMINE,PROCARBAZINE HYDROCHLORIDE,-17.6,CN(C)c1nc(N(C)C)nc(N(C)C)n1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000019,MCF7,BENDAMUSTINE HYDROCHLORIDE,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,2.47,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000019,MCF7,PROCARBAZINE HYDROCHLORIDE,EMCYT (PHARMACIA),7.95,CNNCc1ccc(C(=O)NC(C)C)cc1,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
ACH-000019,MCF7,5-FU,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,6.31,O=c1[nH]cc(F)c(=O)[nH]1,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
ACH-000019,MCF7,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ZOLINZA,-58.42,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,O=C(CCCCCCC(=O)Nc1ccccc1)NO
ACH-000019,MCF7,AXITINIB,DASATINIB,2.42,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
ACH-000019,MCF7,CHEMBL277800,LAPATINIB,2.61,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
ACH-000019,MCF7,ROMIDEPSIN,AMIFOSTINE,-23.58,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,METHOTREXATE,PROCARBAZINE HYDROCHLORIDE,-72.14,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000019,MCF7,AXITINIB,GEFITINIB,9.62,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
ACH-000019,MCF7,AXITINIB,PIPOBROMAN,2.48,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
ACH-000019,MCF7,VEMURAFENIB,CHEMBL277800,-33.54,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000019,MCF7,AXITINIB,LENALIDOMIDE,3.74,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
ACH-000019,MCF7,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,LAPATINIB,2.06,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
ACH-000019,MCF7,AMIFOSTINE,TOPOTECAN HYDROCHLORIDE,-66.25,NCCCNCCSP(=O)(O)O,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
ACH-000019,MCF7,MITOMYCINE,AMIFOSTINE,-30.98,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,TEMOZOLOMIDE,SN-38,-16.75,Cn1nnc2c(C(N)=O)ncn2c1=O,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
ACH-000019,MCF7,CRIZOTINIB,TEMOZOLOMIDE,-18.43,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,Cn1nnc2c(C(N)=O)ncn2c1=O
ACH-000019,MCF7,AMIFOSTINE,IXABEPILONE,-22.97,NCCCNCCSP(=O)(O)O,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
ACH-000019,MCF7,PACLITAXEL,AMIFOSTINE,-29.08,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,EXEMESTANE,CHEMBL17639,3.19,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
ACH-000019,MCF7,TENIPOSIDE,TEMOZOLOMIDE,-25.01,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,Cn1nnc2c(C(N)=O)ncn2c1=O
ACH-000019,MCF7,5-FLUORO-2\'-DEOXYURIDINE,PROCARBAZINE HYDROCHLORIDE,-18.79,O=C1NC(=O)N(C2CC(O)C(CO)O2)CC1F,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000019,MCF7,ANTIBIOTIC AD 32,AMIFOSTINE,-17.72,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,METHOTREXATE,CHEMBL277800,-20.33,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ACH-000019,MCF7,PROCARBAZINE HYDROCHLORIDE,MITOMYCINE,14.57,CNNCc1ccc(C(=O)NC(C)C)cc1,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
ACH-000019,MCF7,EXEMESTANE,ZOLEDRONIC ACID,-28.85,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
ACH-000019,MCF7,AXITINIB,MERCAPTOPURINE,-21.57,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,S=c1nc[nH]c2nc[nH]c12
ACH-000019,MCF7,VINCRISTINE SULFATE,AMIFOSTINE,-36.52,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,EXEMESTANE,NSC 85998,-26.2,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O
ACH-000019,MCF7,TEMOZOLOMIDE,ADM HYDROCHLORIDE,-16.85,Cn1nnc2c(C(N)=O)ncn2c1=O,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ACH-000019,MCF7,EXEMESTANE,EMCYT (PHARMACIA),-55.74,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
ACH-000019,MCF7,AXITINIB,MITOTANE,7.03,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
ACH-000019,MCF7,MITOXANTRONE,PROCARBAZINE HYDROCHLORIDE,4.44,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000019,MCF7,CABAZITAXEL,PROCARBAZINE HYDROCHLORIDE,6.92,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,CNNCc1ccc(C(=O)NC(C)C)cc1
ACH-000019,MCF7,THIOGUANINE,34793-34-5,-24.08,Nc1nc(=S)c2[nH]cnc2[nH]1,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O
ACH-000019,MCF7,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ELOXATIN (TN) (SANOFI SYNTHELAB),-23.28,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,N[C@@H]1CCCC[C@H]1N
ACH-000019,MCF7,RUXOLITINIB,TEMOZOLOMIDE,-27.28,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Cn1nnc2c(C(N)=O)ncn2c1=O
ACH-000019,MCF7,MITOXANTRONE,AMIFOSTINE,-40.2,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,NCCCNCCSP(=O)(O)O
ACH-000019,MCF7,AXITINIB,HYDROXYUREA,3.01,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,NC(=O)NO
ACH-000019,MCF7,TEMOZOLOMIDE,ADM HYDROCHLORIDE,-17.46,Cn1nnc2c(C(N)=O)ncn2c1=O,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ACH-000019,MCF7,EXEMESTANE,ARSENIC TRIOXIDE,-22.71,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,[As+3]
ACH-000019,MCF7,CHEMBL277800,AZACYTIDINE,4.62,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
ACH-000019,MCF7,TEMOZOLOMIDE,PRALATREXATE,-18.1,Cn1nnc2c(C(N)=O)ncn2c1=O,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
ACH-000019,MCF7,DAUNORUBICIN HYDROCHLORIDE,THIOGUANINE,-25.22,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,Nc1nc(=S)c2[nH]cnc2[nH]1
